epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
81,3570.67,0.66186,0.70699,1.69819,0.80447,0.75351,0.84605,0.70752,0.68119,0.76504,1.95584,0.000935018,0.000935018,0.000935018
82,3614.2,0.66557,0.68879,1.69806,0.76289,0.77311,0.83621,0.69856,0.69218,0.80164,1.93116,0.000932818,0.000932818,0.000932818
83,3657.93,0.67551,0.72899,1.70972,0.77275,0.73591,0.82769,0.68896,0.69782,0.81205,1.94766,0.000930618,0.000930618,0.000930618
84,3701.55,0.67002,0.70114,1.70151,0.76299,0.74353,0.81602,0.67631,0.70402,0.82574,1.95042,0.000928418,0.000928418,0.000928418
85,3745.19,0.65542,0.69198,1.67416,0.78058,0.75468,0.83701,0.70232,0.68037,0.77652,1.93568,0.000926218,0.000926218,0.000926218
86,3788.78,0.6668,0.68831,1.70756,0.77852,0.76259,0.83191,0.70043,0.68163,0.78572,1.94229,0.000924019,0.000924019,0.000924019
87,3832.45,0.64979,0.66989,1.67535,0.7261,0.75864,0.81484,0.68262,0.68419,0.83401,1.93782,0.000921819,0.000921819,0.000921819
88,3876.32,0.65193,0.67811,1.68938,0.78599,0.75273,0.83639,0.70314,0.68134,0.77462,1.94148,0.000919619,0.000919619,0.000919619
89,3919.95,0.65839,0.68929,1.66462,0.74572,0.73522,0.81013,0.67534,0.68214,0.82294,1.95451,0.000917419,0.000917419,0.000917419
90,3963.5,0.67449,0.7156,1.70516,0.78461,0.76946,0.84144,0.7045,0.6797,0.76596,1.93067,0.00091522,0.00091522,0.00091522
91,4007.04,0.64935,0.68048,1.65322,0.80875,0.75904,0.84945,0.71597,0.68238,0.7453,1.92193,0.00091302,0.00091302,0.00091302
92,4051.08,0.67633,0.70591,1.7078,0.77828,0.76981,0.84787,0.71521,0.66366,0.75195,1.92782,0.00091082,0.00091082,0.00091082
93,4094.6,0.65357,0.67075,1.68388,0.80832,0.73367,0.83785,0.70216,0.68267,0.75819,1.92984,0.00090862,0.00090862,0.00090862
94,4138.12,0.63479,0.65289,1.65571,0.77039,0.76072,0.83345,0.69887,0.67643,0.78104,1.94693,0.00090642,0.00090642,0.00090642
95,4181.78,0.66125,0.67986,1.71193,0.7843,0.74659,0.83398,0.70221,0.67377,0.7736,1.93632,0.000904221,0.000904221,0.000904221
96,4225.45,0.6299,0.65595,1.64285,0.81251,0.75081,0.84263,0.70733,0.68005,0.76218,1.93732,0.000902021,0.000902021,0.000902021
97,4269.31,0.6568,0.6709,1.70067,0.78722,0.76818,0.84406,0.70977,0.68097,0.74833,1.9493,0.000899821,0.000899821,0.000899821
98,4312.94,0.63737,0.64963,1.6904,0.79124,0.7832,0.85207,0.71898,0.67065,0.7357,1.91859,0.000897621,0.000897621,0.000897621
99,4357,0.65009,0.65237,1.69215,0.78367,0.74833,0.83104,0.69744,0.67938,0.78843,1.94481,0.000895422,0.000895422,0.000895422
100,4400.66,0.63538,0.65258,1.64878,0.8082,0.7627,0.84849,0.71383,0.67411,0.74284,1.91499,0.000893222,0.000893222,0.000893222
101,4444.22,0.65228,0.67291,1.65912,0.78602,0.7611,0.84162,0.7051,0.68926,0.75788,1.92397,0.000891022,0.000891022,0.000891022
102,4487.77,0.6464,0.64685,1.69101,0.78849,0.75538,0.84093,0.70839,0.67486,0.75432,1.94365,0.000888822,0.000888822,0.000888822
103,4531.45,0.64087,0.63796,1.66822,0.80291,0.75012,0.84575,0.71336,0.6775,0.74525,1.92337,0.000886622,0.000886622,0.000886622
104,4575.33,0.64013,0.65125,1.65814,0.77755,0.75799,0.83797,0.70201,0.68712,0.77717,1.94915,0.000884423,0.000884423,0.000884423
105,4618.96,0.64852,0.66206,1.66422,0.80031,0.76667,0.85099,0.72342,0.66674,0.72657,1.91948,0.000882223,0.000882223,0.000882223
106,4663.11,0.6428,0.64576,1.67497,0.79356,0.76233,0.84205,0.70967,0.67002,0.75205,1.92659,0.000880023,0.000880023,0.000880023
107,4706.64,0.64602,0.64215,1.70811,0.78297,0.75996,0.84357,0.7117,0.66696,0.7521,1.92594,0.000877823,0.000877823,0.000877823
108,4750.54,0.62654,0.63578,1.65544,0.81592,0.74172,0.84535,0.71492,0.67892,0.74526,1.9259,0.000875624,0.000875624,0.000875624
109,4794.22,0.61572,0.62724,1.65151,0.82835,0.7515,0.85425,0.72733,0.64614,0.72071,1.9137,0.000873424,0.000873424,0.000873424
110,4838.37,0.63343,0.62507,1.68852,0.77855,0.77933,0.84664,0.71489,0.65983,0.73737,1.92003,0.000871224,0.000871224,0.000871224
111,4882.3,0.63922,0.64135,1.68326,0.78157,0.78978,0.85687,0.72775,0.65566,0.71946,1.92367,0.000869024,0.000869024,0.000869024
112,4926.97,0.62885,0.63067,1.68767,0.79832,0.77885,0.85641,0.72523,0.65644,0.71566,1.90731,0.000866824,0.000866824,0.000866824
113,4970.6,0.63171,0.61872,1.67092,0.77039,0.76413,0.83068,0.70139,0.67076,0.77726,1.92907,0.000864625,0.000864625,0.000864625
