epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
94,679.984,0.79864,0.83738,1.43553,0.75089,0.68216,0.77588,0.63603,0.76813,0.87079,1.59646,0.00090642,0.00090642,0.00090642
95,687.118,0.79447,0.81945,1.47492,0.72275,0.64163,0.73544,0.59888,0.76723,0.99053,1.60778,0.000904221,0.000904221,0.000904221
96,694.168,0.81449,0.84145,1.46614,0.7291,0.6467,0.7399,0.59784,0.78967,0.95818,1.61769,0.000902021,0.000902021,0.000902021
97,701.933,0.78288,0.82189,1.4251,0.73958,0.67364,0.76441,0.61969,0.78917,0.89597,1.59493,0.000899821,0.000899821,0.000899821
98,708.551,0.79253,0.83813,1.47664,0.75735,0.65392,0.7662,0.62514,0.77329,0.89429,1.58056,0.000897621,0.000897621,0.000897621
99,716.139,0.80604,0.81615,1.45168,0.7209,0.62724,0.72982,0.59658,0.78015,1.02063,1.61936,0.000895422,0.000895422,0.000895422
100,722.758,0.78596,0.8041,1.43669,0.75085,0.69649,0.78522,0.64489,0.75396,0.83749,1.58844,0.000893222,0.000893222,0.000893222
101,730.053,0.81786,0.83058,1.47878,0.74591,0.66998,0.76927,0.63195,0.75903,0.87917,1.57959,0.000891022,0.000891022,0.000891022
102,737.444,0.79707,0.81498,1.45981,0.74566,0.67132,0.76259,0.62334,0.77849,0.92694,1.57237,0.000888822,0.000888822,0.000888822
103,744.761,0.79693,0.80367,1.45222,0.73861,0.66473,0.76358,0.6239,0.76408,0.89762,1.58487,0.000886622,0.000886622,0.000886622
104,751.736,0.78221,0.79221,1.45405,0.74094,0.67992,0.76899,0.63092,0.75839,0.88136,1.59715,0.000884423,0.000884423,0.000884423
105,759.089,0.79307,0.80825,1.44441,0.75032,0.68185,0.78633,0.64711,0.74493,0.84694,1.59452,0.000882223,0.000882223,0.000882223
106,766.447,0.76983,0.79507,1.42838,0.75839,0.68148,0.77387,0.63596,0.74722,0.87228,1.57455,0.000880023,0.000880023,0.000880023
107,773.014,0.77891,0.78568,1.4503,0.74692,0.66548,0.77144,0.63015,0.75588,0.87452,1.59894,0.000877823,0.000877823,0.000877823
108,780.246,0.79643,0.80021,1.44328,0.74224,0.68146,0.77706,0.63067,0.76606,0.86897,1.59113,0.000875624,0.000875624,0.000875624
109,787.444,0.80009,0.81664,1.48303,0.7347,0.68408,0.77355,0.63337,0.76619,0.86817,1.58929,0.000873424,0.000873424,0.000873424
110,794.603,0.79409,0.80686,1.46214,0.68223,0.65781,0.73253,0.59659,0.77191,0.97441,1.60487,0.000871224,0.000871224,0.000871224
111,801.698,0.77974,0.79255,1.46537,0.71839,0.70018,0.7744,0.63644,0.75399,0.8534,1.58391,0.000869024,0.000869024,0.000869024
112,808.935,0.79043,0.7761,1.49979,0.7686,0.6782,0.77714,0.63559,0.76067,0.87611,1.58123,0.000866824,0.000866824,0.000866824
113,816.052,0.80115,0.80404,1.45271,0.74317,0.65412,0.76613,0.63388,0.74507,0.8823,1.5895,0.000864625,0.000864625,0.000864625
114,823.269,0.79552,0.80356,1.46475,0.76309,0.67482,0.78529,0.64621,0.7445,0.84857,1.57571,0.000862425,0.000862425,0.000862425
115,830.24,0.79106,0.79202,1.46957,0.77744,0.68494,0.79969,0.65735,0.73743,0.81373,1.56537,0.000860225,0.000860225,0.000860225
116,837.207,0.77316,0.7736,1.46099,0.76744,0.64074,0.75181,0.61574,0.75338,0.9256,1.58053,0.000858025,0.000858025,0.000858025
117,844.299,0.77511,0.77942,1.45461,0.76529,0.70725,0.80076,0.66078,0.73692,0.81238,1.57395,0.000855826,0.000855826,0.000855826
118,851.567,0.78145,0.78577,1.43071,0.77124,0.65253,0.76557,0.62661,0.76056,0.90734,1.59422,0.000853626,0.000853626,0.000853626
119,858.756,0.76838,0.78571,1.4407,0.76612,0.68613,0.78289,0.64461,0.74562,0.85141,1.57804,0.000851426,0.000851426,0.000851426
120,865.705,0.78727,0.78387,1.44393,0.7604,0.67208,0.78112,0.642,0.73986,0.85573,1.57549,0.000849226,0.000849226,0.000849226
121,873.075,0.76539,0.76739,1.42114,0.76747,0.66,0.77261,0.6367,0.74477,0.88904,1.57787,0.000847026,0.000847026,0.000847026
122,880.245,0.77346,0.76384,1.4498,0.77618,0.6867,0.79906,0.66128,0.73266,0.8079,1.56824,0.000844827,0.000844827,0.000844827
123,887.785,0.76618,0.76801,1.45732,0.73857,0.6833,0.77249,0.63385,0.74993,0.86213,1.58621,0.000842627,0.000842627,0.000842627
124,895.151,0.77025,0.77719,1.45115,0.75567,0.67874,0.77533,0.63727,0.74311,0.86271,1.58189,0.000840427,0.000840427,0.000840427
125,902.249,0.76597,0.77612,1.45312,0.74301,0.68284,0.7739,0.63599,0.74567,0.85408,1.58578,0.000838227,0.000838227,0.000838227
126,909.049,0.78835,0.77625,1.46397,0.76426,0.71672,0.80623,0.66516,0.73587,0.7933,1.56865,0.000836027,0.000836027,0.000836027
127,916.568,0.77564,0.7758,1.4367,0.78327,0.70507,0.81006,0.67215,0.72446,0.79033,1.55823,0.000833828,0.000833828,0.000833828
128,924.129,0.752,0.75631,1.412,0.76859,0.67328,0.77551,0.63856,0.74632,0.86807,1.59002,0.000831628,0.000831628,0.000831628
129,931.198,0.75636,0.75518,1.42637,0.74801,0.68232,0.77741,0.64143,0.73948,0.87917,1.5868,0.000829428,0.000829428,0.000829428
130,938.146,0.76656,0.76052,1.44609,0.76396,0.67753,0.77508,0.6349,0.74699,0.87038,1.58262,0.000827228,0.000827228,0.000827228
131,945.742,0.78473,0.77216,1.43766,0.76921,0.71253,0.80225,0.65981,0.74044,0.79017,1.57698,0.000825029,0.000825029,0.000825029
132,952.923,0.77608,0.75532,1.46607,0.75774,0.67554,0.78058,0.64538,0.72828,0.82539,1.57765,0.000822829,0.000822829,0.000822829
133,959.83,0.7565,0.74352,1.44449,0.74899,0.71234,0.79177,0.65441,0.74023,0.82535,1.57581,0.000820629,0.000820629,0.000820629
134,967.029,0.75331,0.74207,1.43283,0.77091,0.69771,0.79608,0.65954,0.71968,0.81414,1.56933,0.000818429,0.000818429,0.000818429
135,974.477,0.77156,0.75115,1.44435,0.78587,0.6825,0.78488,0.65379,0.73109,0.83785,1.57504,0.000816229,0.000816229,0.000816229
136,981.257,0.77127,0.74996,1.43004,0.76668,0.66364,0.77586,0.64224,0.73886,0.86673,1.5767,0.00081403,0.00081403,0.00081403
137,989.085,0.76465,0.75163,1.44068,0.75386,0.64655,0.7523,0.62003,0.74898,0.93279,1.59432,0.00081183,0.00081183,0.00081183
138,996.175,0.75733,0.74753,1.44858,0.77859,0.66699,0.78916,0.65183,0.73765,0.83543,1.57909,0.00080963,0.00080963,0.00080963
139,1003.22,0.75798,0.74115,1.42983,0.71637,0.67444,0.75442,0.6189,0.74208,0.92269,1.60086,0.00080743,0.00080743,0.00080743
140,1010.66,0.75026,0.7587,1.43426,0.75521,0.69883,0.7851,0.64627,0.73599,0.83082,1.57737,0.000805231,0.000805231,0.000805231
141,1017.44,0.75407,0.75191,1.42496,0.74859,0.70588,0.79552,0.66034,0.71747,0.80213,1.57888,0.000803031,0.000803031,0.000803031
142,1024.68,0.7165,0.72328,1.41095,0.77707,0.69451,0.79525,0.65711,0.72262,0.81047,1.57311,0.000800831,0.000800831,0.000800831
143,1031.99,0.76087,0.74463,1.41778,0.76427,0.6911,0.78826,0.65101,0.73247,0.83611,1.57553,0.000798631,0.000798631,0.000798631
144,1038.76,0.75693,0.74676,1.42331,0.75401,0.7053,0.79007,0.64958,0.7376,0.82597,1.58275,0.000796431,0.000796431,0.000796431
145,1046.44,0.74005,0.72422,1.44612,0.73676,0.72347,0.79433,0.65573,0.72888,0.81697,1.57955,0.000794232,0.000794232,0.000794232
146,1053.17,0.74915,0.72662,1.42001,0.74924,0.71952,0.80062,0.66291,0.72091,0.79891,1.56339,0.000792032,0.000792032,0.000792032
147,1060.49,0.74661,0.73445,1.45087,0.78267,0.69909,0.80545,0.66824,0.71138,0.79936,1.56504,0.000789832,0.000789832,0.000789832
148,1067.82,0.74151,0.71575,1.453,0.78558,0.69423,0.80262,0.66629,0.71478,0.79568,1.56379,0.000787632,0.000787632,0.000787632
149,1075.19,0.74278,0.72157,1.43898,0.75416,0.66221,0.7684,0.6332,0.73864,0.89765,1.57745,0.000785433,0.000785433,0.000785433
150,1081.98,0.74443,0.70643,1.42491,0.77014,0.69329,0.79319,0.66119,0.7121,0.8217,1.5601,0.000783233,0.000783233,0.000783233
151,1089.11,0.73351,0.71392,1.42665,0.7473,0.67936,0.77929,0.64729,0.72338,0.85592,1.5641,0.000781033,0.000781033,0.000781033
152,1096.8,0.71931,0.69528,1.43697,0.74771,0.70762,0.7933,0.65857,0.71898,0.82355,1.57087,0.000778833,0.000778833,0.000778833
153,1103.3,0.74214,0.72115,1.45759,0.77133,0.68663,0.78236,0.64537,0.73778,0.85012,1.57401,0.000776633,0.000776633,0.000776633
154,1111.13,0.75344,0.72769,1.41925,0.72357,0.71064,0.78556,0.65258,0.72282,0.83644,1.57489,0.000774434,0.000774434,0.000774434
155,1117.92,0.7442,0.71145,1.44562,0.76026,0.68535,0.78306,0.64974,0.71598,0.86449,1.56313,0.000772234,0.000772234,0.000772234
156,1125.57,0.76612,0.7437,1.43327,0.74926,0.67199,0.77938,0.64676,0.71505,0.85839,1.56661,0.000770034,0.000770034,0.000770034
157,1132.09,0.7542,0.72178,1.44742,0.78683,0.69186,0.79458,0.65775,0.72041,0.81567,1.57369,0.000767834,0.000767834,0.000767834
